brand,currency,full_product_description,in_stock,item_number,keyword,listing_id,listing_title,listing_url,offers_count,price,product_images,product_sku,units_available
,USD,"<li>1.Adopted infrared heating , fast heating, long life and good temperature stability.</li><li>2. Exquisite ceramic plate, smooth and bright, less damage to the hair.</li><li>3.Rapidly heating</li>",True,16849973669,instyler,16849973669,InStyler Professional Hair Straightening Iron Curling Iron Straightener&Curler Styler 2 In 1 Multi Hair Styling Tool Flat Iron With Brush,https://www.walmart.com/ip/InStyler-Professional-Hair-Straightening-Iron-Curling-Iron-Straightener-Curler-Styler-2-In-1-Multi-Hair-Styling-Tool-Flat-Iron-With-Brush/16849973669?classType=VARIANT,1,36.99,https://i5.walmartimages.com/seo/InStyler-Professional-Hair-Straightening-Iron-Curling-Iron-Straightener-Curler-Styler-2-In-1-Multi-Hair-Styling-Tool-Flat-Iron-With-Brush_8871432d-7165-4f8e-8e5e-d33ff43edf11.da615e5ca0a0bd3517ad3d228caf9cb5.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,,
,USD,<li>Ceramic Heated Barrel</li><li>Tourmaline Ceramic Heated Bristles</li><li>Cool Tip Ionic Bristles</li>,True,928084105,instyler,928084105,"Instyler Freestyle Ionic Ceramic Styler, Hair Curling Brush, Hair Straightening Brush",https://www.walmart.com/ip/Instyler-Freestyle-Ionic-Ceramic-Styler-Hair-Curling-Brush-Hair-Straightening-Brush/928084105?classType=REGULAR,1,32.99,https://i5.walmartimages.com/seo/Instyler-Freestyle-Ionic-Ceramic-Styler-Hair-Curling-Brush-Hair-Straightening-Brush_1644b412-7a10-4483-8896-f2db6e115ba5_1.3aa887c0e316576d0549c8f908e10c6a.jpeg,,
,USD,"<li>1.Adopted infrared heating , fast heating, long life and good temperature stability.</li><li>2. Exquisite ceramic plate, smooth and bright, less damage to the hair.</li><li>3.Rapidly heating</li>",True,16266913831,instyler,16266913831,"InStyler 2 in 1 Hair Curler Straighter Rotating Iron for Hair Curling and Straighting, Professional Hot Brush Styler Irons Hairdressing Tool with Adjustable",https://www.walmart.com/ip/InStyler-2-1-Hair-Curler-Straighter-Rotating-Iron-Hair-Curling-Straighting-Professional-Hot-Brush-Styler-Irons-Hairdressing-Tool-Adjustable/16266913831?classType=VARIANT,1,36.99,https://i5.walmartimages.com/seo/InStyler-2-1-Hair-Curler-Straighter-Rotating-Iron-Hair-Curling-Straighting-Professional-Hot-Brush-Styler-Irons-Hairdressing-Tool-Adjustable_be14dfed-8709-4927-8439-bd8d0a15deb1.0cd48e46642c028a339a28b26ace360b.png?odnHeight=180&odnWidth=180&odnBg=FFFFFF,,
