address,brand,business_legal_name,country,currency,email_address,full_product_description,in_stock,item_number,keyword,listing_id,listing_title,listing_url,offers_count,phone_number,price,product_images,product_sku,seller_email,seller_name,seller_profile_picture,seller_profile_url,seller_rating,state_province,total_reviews,units_available,zip_code
,Nike,,,USD,,,True,23J3LWO781WC,nike,23J3LWO781WC,Nike Womens Pro Compression Tights Black S,https://www.walmart.ca/en/ip/Nike-Womens-Pro-Compression-Tights-Black-S/23J3LWO781WC?classType=VARIANT&athbdg=L1700,1,,35.97,https://i5.walmartimages.com/asr/586d1c54-b205-4b3b-8640-0040710dc25b.3ce94f0ccefc60f11d9f74402714c3f6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,,Canadian West-Corp Enterprises,,https://www.walmart.com/seller/canadian-west-corp-enterprises/12D2EE97D2D640C693EC3202AB3AA358,,,,,
,Nike,,,USD,,,True,6ZZKJ2TWQ0KO,nike,6ZZKJ2TWQ0KO,"Nike Men's Everyday Plus Cushion Crew Socks (Medium, White/Black)",https://www.walmart.ca/en/ip/Nike-Men-s-Everyday-Plus-Cushion-Crew-Socks-Medium-White-Black/6ZZKJ2TWQ0KO?classType=REGULAR,1,,28.88,https://i5.walmartimages.com/asr/7fcfe08e-21d3-48ec-9167-ed84942e39b8.85c009e078057795bcb2e3eceede5cbd.jpeg,,,JSDRYWAL,,https://www.walmart.com/seller/jsdrywal/233FC092C40840CB8931F345F4A56A71,,,,,
,Nike,,,USD,,,True,2HARMNWOYV1L,nike,2HARMNWOYV1L,Authentic Nike Air Jordan 4 Retro 'Black Cat' 2025 ?Preorder ?Sizes US7 - US15,https://www.walmart.ca/en/ip/Authentic-Nike-Air-Jordan-4-Retro-Black-Cat-2025-Preorder-Sizes-US7-US15/2HARMNWOYV1L?classType=VARIANT,1,,188,https://i5.walmartimages.com/asr/207c1615-86e3-433e-b327-7866319465bf.90604c6db6823b1cd0fc41e9e02fb9b1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,,AMR service,,https://www.walmart.com/seller/amr-service/03545A859CC844CB8FA71C4B3451D14D,,,,,
,Nike,,,USD,,,True,36CB9M51ASNQ,nike,36CB9M51ASNQ,Nike Air Jordan 4 Retro 'Cave Stone' Men's FV5029-200 Basketball Shoes?,https://www.walmart.ca/en/ip/Nike-Air-Jordan-4-Retro-Cave-Stone-Men-s-FV5029-200-Basketball-Shoes/36CB9M51ASNQ?classType=VARIANT,1,,188,https://i5.walmartimages.com/asr/eadd9c75-0318-4d3d-b5bf-4e4fe16652e0.765d5359182465e1b200bdfe0afdfb98.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,,AMR service,,https://www.walmart.com/seller/amr-service/03545A859CC844CB8FA71C4B3451D14D,,,,,
,Nike,,,USD,,,True,3TE14BWD8JP1,nike,3TE14BWD8JP1,Size 9 - AO2571-001 Levi's x Nike Air Jordan 4 Retro Black Denim,https://www.walmart.ca/en/ip/Size-9-AO2571-001-Levi-s-x-Nike-Air-Jordan-4-Retro-Black-Denim/3TE14BWD8JP1?classType=VARIANT,1,,188,https://i5.walmartimages.com/asr/c0b19cad-aace-44e6-947a-a7cd3738594b.8c9a21d9f3f93d0fbb7a87a041d74a7b.webp?odnHeight=180&odnWidth=180&odnBg=ffffff,,,AMR service,,https://www.walmart.com/seller/amr-service/03545A859CC844CB8FA71C4B3451D14D,,,,,
,Nike,,,USD,,,True,2EM73ZDXLR6W,nike,2EM73ZDXLR6W,Nike Air Jordan 1 Retro High OG Chicago Lost and Found DZ5485-612 Men's Size New,https://www.walmart.ca/en/ip/Nike-Air-Jordan-1-Retro-High-OG-Chicago-Lost-and-Found-DZ5485-612-Men-s-Size-New/2EM73ZDXLR6W?classType=VARIANT,1,,188,https://i5.walmartimages.com/asr/625e8521-f5f7-4872-82fe-f4bb3d284ded.0516a2dcbd52309b986ad3e80e5cddf2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,,Dart Online Marketing LLC,,https://www.walmart.com/seller/dart-online-marketing-llc/79338561EAEE408598E4FA54C76B3F51,,,,,
