seller_profile_url,seller_id_param,email,phone,name,status_msg
https://www.walmart.com/seller/9EFEC45F20564C02869F6459F1319B66,,,,,
https://www.walmart.com/seller/A431303E38D44043AE985BF1075B40FD,,,,,error: ReadTimeout
https://www.walmart.com/seller/B337022BEF224BE1A026FBB27ED84B11,,,,,error: HTTPError
https://www.walmart.com/seller/B38CB175649B4DE39F11A7656D0B049A,,,,,
